pendapatan_per_kapita,skor_aset,jumlah_tanggungan,kualitas_hunian,akses_sanitasi,radiasi_satelit_ntl
147167.88,90.53,6,2,1,11.69
1548521.68,46.31,2,5,0,6.31
366135.88,37.61,6,5,0,44.74
443882.71,64.47,4,2,0,18.41
1002405.51,68.09,2,4,0,34.25
271393.33,93.62,9,1,1,18.82
478079.3,56.41,3,3,1,27.25
621486.82,73.97,2,3,1,17.47
445997.77,42.48,5,4,1,37.16
367457.9,24.54,3,2,1,39.34
422182.17,46.54,6,4,1,21.58
237955.16,45.6,3,4,1,42.99
1225526.49,45.75,3,3,0,17.83
2632800.03,69.11,1,3,1,38.15
462397.38,44.51,5,3,0,32.54
1787748.22,91.1,2,4,1,22.85
1346461.11,93.53,4,5,0,44.46
728821.5,54.49,5,1,0,28.66
93860.54,57.47,7,2,1,42.03
184022.98,44.65,5,4,0,36.69
194696.79,40.23,7,3,1,26.68
402808.57,93.75,5,3,1,16.39
450825.64,13.46,6,1,0,47.56
427599.13,44.86,3,4,0,2.93
443574.99,22.86,5,3,0,44.73
252037.29,71.73,5,3,1,25.37
686898.72,26.53,2,4,0,37.46
284187.94,85.19,3,4,1,16.77
227890.87,41.83,5,4,1,19.27
293718.45,87.96,3,1,0,9.62
184004.7,93.86,6,4,0,47.72
1865496.69,75.55,2,3,1,2.26
160243.61,62.97,7,2,1,19.4
1924143.18,22.74,5,4,1,16.8
2665735.97,89.31,1,3,0,40.67
369217.88,76.03,6,3,1,25.13
236936.49,34.48,5,4,1,8.54
503040.75,49.82,6,3,0,25.5
701846.59,15.75,2,4,1,11.88
1066676.94,66.02,2,1,0,0.95
3070768.56,20.65,3,4,1,27.27
1871711.97,65.38,1,2,1,18.08
1317111.59,67.08,3,2,1,12.02
325071.29,37.59,4,2,1,8.69
970784.44,90.64,2,2,1,22.74
1147438.32,76.21,5,4,1,43.49
340280.45,52.22,4,3,1,37.93
1470590.79,88.08,4,2,1,0.33
505291.97,82.75,6,2,1,36.58
353707.5,68.84,4,1,0,3.73
413964.08,23.0,7,3,0,27.45
1776908.28,52.25,2,2,0,39.02
2879381.23,83.48,1,1,0,22.72
193217.31,61.76,4,4,1,18.9
256345.08,56.37,5,4,0,46.98
1709119.39,91.19,1,1,0,1.56
948078.67,11.41,2,2,0,5.39
1438708.05,11.02,2,4,1,43.53
1102921.82,85.89,2,4,1,44.32
177967.37,13.28,5,1,1,18.7
1245405.24,38.27,2,5,1,27.06
476675.85,88.54,6,1,1,8.3
693550.9,68.75,4,3,1,44.23
948060.95,65.09,4,1,0,23.51
654034.5,65.84,5,5,1,28.25
870563.31,37.0,3,2,1,5.99
475254.73,55.1,4,3,0,30.78
243972.59,63.55,3,2,1,34.82
641443.62,35.99,4,2,1,14.81
561472.6,77.61,4,4,0,44.82
1166828.71,37.35,2,5,1,10.27
131668.24,16.07,7,5,1,44.88
518253.04,27.12,2,4,0,35.2
932474.75,44.71,4,4,1,41.56
645418.76,87.18,3,5,1,34.98
1492186.78,45.34,2,1,1,21.48
504184.05,17.63,4,2,1,16.65
224275.19,26.7,9,1,1,36.73
1740743.89,56.28,2,3,1,14.98
363697.88,25.1,4,5,0,3.19
525117.91,15.44,4,3,1,12.43
300498.16,70.76,5,3,1,37.79
1527743.34,76.67,1,4,0,39.68
823525.3,82.3,2,5,0,13.9
453088.32,81.73,5,3,0,16.46
247952.22,42.24,6,4,1,27.51
842404.65,72.43,5,2,1,13.17
1159194.14,59.6,1,3,0,30.35
886228.27,11.99,2,2,1,14.17
1522952.38,44.14,1,2,1,6.13
1574698.59,14.49,3,2,0,7.83
557734.6,17.09,4,4,0,12.6
1227505.27,14.76,3,3,0,8.48
162628.85,91.68,5,3,1,48.72
775775.05,81.76,3,2,1,32.95
1690662.96,47.32,2,5,1,9.05
694368.52,31.08,3,3,1,21.25
1878794.76,16.16,2,1,1,13.53
484568.77,46.65,3,2,1,34.26
923725.8,61.03,5,5,1,43.38
1575212.85,77.75,5,5,1,20.1
265810.09,14.38,6,3,0,21.5
379421.93,45.52,4,3,1,19.98
2371144.97,93.03,2,5,1,22.52
1705094.34,20.26,3,4,1,1.89
724427.38,44.03,2,5,0,29.67
513638.82,33.38,3,3,1,47.61
334867.87,21.39,5,5,1,39.29
294996.1,81.31,3,3,1,43.08
228518.15,69.25,5,3,1,11.53
361820.41,44.98,3,1,1,30.4
250166.89,41.37,5,3,0,44.66
388384.52,80.36,5,4,0,3.52
570480.62,17.72,4,3,1,43.87
1675610.29,22.48,3,3,0,3.32
155605.22,87.06,7,2,1,49.16
596499.67,79.46,6,5,0,4.29
348770.29,75.86,5,3,1,18.46
320796.52,63.04,6,1,1,2.83
594486.79,34.86,5,1,1,2.93
1010915.37,89.46,1,4,1,43.33
1247059.16,51.81,2,3,0,3.27
547751.48,33.85,4,1,0,39.65
888116.73,41.07,3,2,1,45.35
589604.25,11.43,4,5,1,46.76
1081369.17,31.69,8,5,0,43.22
225392.03,25.98,6,1,1,47.76
288359.69,21.52,5,1,1,2.68
227375.07,12.73,6,1,1,49.83
473591.99,29.28,3,4,0,1.12
270527.71,18.8,5,1,1,8.41
449632.27,13.84,9,1,1,4.14
1549883.4,21.67,3,2,1,37.23
703909.48,27.2,2,5,1,4.44
601655.0,45.36,2,3,1,14.71
1315466.82,59.61,2,3,0,31.94
711776.33,37.39,2,4,0,24.95
1449329.96,22.01,2,3,0,6.9
373246.5,89.93,6,4,1,26.12
399275.27,53.76,2,1,1,17.1
1672601.63,73.06,3,3,1,29.34
1456041.84,69.03,4,4,0,26.97
196107.18,34.22,7,3,1,49.48
261874.22,57.59,6,1,0,43.19
588436.84,61.18,4,2,1,0.28
1211690.31,39.9,2,5,1,8.88
588709.81,67.02,5,4,0,45.67
2207807.36,77.21,3,3,1,27.02
254720.34,40.96,7,3,0,38.0
307038.15,11.27,4,1,1,25.22
173333.12,39.69,5,1,1,39.31
213135.31,19.93,6,3,1,6.73
647912.88,23.23,3,3,1,36.92
1454889.28,41.11,4,4,0,43.49
290684.95,27.65,5,2,1,13.36
283461.4,89.47,8,2,1,18.48
490829.4,65.49,4,1,1,29.57
1348392.47,54.06,3,2,1,43.43
1505145.28,10.83,6,2,1,45.4
360477.34,18.81,4,2,1,26.77
211171.56,77.02,7,2,0,32.94
741965.94,43.13,5,2,0,43.66
1492536.7,13.87,2,2,1,11.64
1000754.65,80.17,6,3,1,41.28
2814673.74,35.72,1,3,1,13.17
266376.31,42.84,6,1,1,29.09
353257.08,92.82,8,3,1,46.74
642718.86,11.32,6,4,0,25.62
810976.98,71.31,4,1,1,4.76
448025.28,90.66,6,5,1,44.8
1253427.71,15.43,3,2,0,29.29
999772.46,83.62,4,1,1,3.65
1514632.06,45.38,3,2,0,0.63
585246.27,84.63,5,1,1,13.14
298931.49,36.2,6,3,1,6.1
721736.88,93.53,3,2,0,31.46
1022346.49,65.0,4,4,1,29.88
404831.54,63.3,3,4,0,42.06
1236823.31,78.5,2,3,0,25.72
391484.95,47.11,4,3,0,12.73
336208.72,31.99,6,3,0,2.61
711628.76,32.35,6,2,1,0.62
370607.92,38.1,6,1,1,46.3
509694.89,62.47,4,2,0,7.31
175369.14,81.26,5,1,1,25.01
1034201.15,52.46,3,2,1,39.76
2920573.35,44.29,1,3,0,46.44
1815113.35,77.48,4,3,1,10.16
549476.22,34.62,3,1,1,11.67
376898.32,68.57,6,1,1,9.07
575696.48,18.99,4,1,1,8.03
1702928.0,19.63,3,1,0,22.8
624190.19,64.74,3,3,1,31.83
1172050.97,17.03,2,2,0,35.34
713861.0,23.18,4,2,1,16.43
277208.15,63.07,8,2,1,31.23
1516840.08,47.25,1,2,0,0.22
318234.51,57.71,7,1,1,44.42
755202.45,93.04,5,2,1,43.5
1070986.58,63.72,1,3,1,27.25
357904.81,60.22,6,1,1,12.24
1302671.24,42.31,1,4,1,48.61
1353786.03,63.62,3,3,1,40.55
397496.21,11.1,2,2,1,0.95
354460.62,57.37,4,2,1,23.54
497270.4,15.86,5,2,0,5.19
1690782.72,28.71,3,1,1,6.7
476515.48,57.87,4,2,0,0.17
710506.31,66.78,2,3,0,34.42
1532483.04,42.71,4,2,1,12.7
415835.27,45.61,2,4,0,15.31
132511.15,52.33,4,5,1,2.45
516365.83,74.52,5,3,0,0.5
1467054.88,11.5,1,4,0,39.66
358128.82,48.0,3,2,1,33.1
1010950.54,11.21,3,3,1,19.18
765028.33,37.13,3,1,1,3.59
471154.12,54.19,3,5,1,38.81
114964.17,16.79,8,3,0,46.33
836665.84,51.24,4,2,0,26.42
418407.27,88.59,7,4,1,7.03
467053.98,68.25,4,1,0,32.66
1200854.91,76.49,5,2,0,3.67
260837.99,59.34,4,4,1,8.36
198469.46,86.19,4,2,1,23.59
218184.36,22.48,6,3,0,12.53
964631.28,48.23,2,2,1,46.52
458889.98,60.75,5,2,1,40.46
428893.54,84.25,4,4,0,13.91
2449105.07,36.18,1,5,1,48.19
233931.12,10.1,4,2,0,18.98
1178749.16,92.83,4,2,1,28.46
471849.3,12.21,4,3,1,28.24
1938122.58,22.95,2,3,1,32.51
811811.07,45.87,3,3,1,12.26
651972.44,52.19,4,4,0,46.11
930286.68,80.93,3,4,1,13.36
648443.9,48.06,4,3,1,33.28
1457869.2,56.53,2,1,1,38.31
628808.08,27.0,7,2,1,44.09
2230893.42,58.38,1,3,0,22.9
1011343.26,39.61,3,5,1,35.61
939413.86,18.39,2,3,0,4.36
2352344.74,90.45,2,3,0,38.92
264270.03,16.94,5,4,1,37.81
1947295.36,67.62,3,2,1,20.59
645185.36,87.2,3,1,1,15.74
280105.79,25.23,3,2,1,19.07
305881.33,30.16,7,5,1,4.62
658830.67,46.27,2,4,1,31.93
469055.31,35.03,7,3,0,45.66
335082.23,74.52,4,2,0,33.32
505689.26,38.74,3,3,1,29.07
106352.69,93.8,6,2,1,49.54
215929.24,83.0,7,3,1,27.14
231544.01,86.1,2,3,0,17.36
255517.46,15.41,3,1,1,35.26
391134.69,24.99,8,2,1,26.12
353011.36,24.4,9,3,1,48.61
639844.32,67.12,4,3,1,44.91
221987.51,11.01,5,1,0,47.35
321133.99,78.55,6,4,1,0.15
659492.7,56.5,3,4,1,16.78
989525.87,58.14,1,4,0,31.4
977350.94,55.67,5,3,1,15.49
1678263.51,55.5,2,2,0,32.86
347313.66,26.82,5,5,0,35.78
335833.92,34.07,6,2,0,31.2
561706.82,51.45,4,2,0,22.97
194142.32,67.62,3,3,1,34.87
569823.12,33.12,3,2,0,39.04
658462.12,78.52,2,5,0,34.83
155300.6,78.9,7,3,1,40.62
335005.39,33.28,5,2,1,47.37
1943497.28,57.61,3,5,0,5.22
728112.87,39.66,4,3,1,45.33
281490.7,26.21,5,3,1,13.75
465929.77,78.51,6,2,1,28.23
2295511.11,94.28,2,4,1,47.12
3453090.59,58.09,1,2,1,31.04
342497.2,87.69,6,1,0,4.3
672455.19,64.58,2,3,0,25.01
602893.64,58.09,5,5,0,44.73
502149.58,50.81,5,2,0,20.66
565438.3,30.04,6,2,1,42.41
967519.44,17.16,3,4,0,39.73
930462.7,47.6,4,4,1,45.33
359534.17,57.71,4,3,1,13.23
874142.36,53.3,5,4,1,24.88
446467.48,69.12,5,2,1,16.83
2295690.52,26.33,3,2,1,26.76
655622.29,40.11,2,3,0,1.05
1404629.21,45.32,4,2,1,12.16
318964.89,25.85,7,2,0,48.7
268259.82,87.05,5,2,1,30.2
494378.26,67.93,3,1,1,8.75
272673.98,17.81,6,4,1,25.47
2557394.61,70.59,1,3,1,34.93
678342.05,56.56,4,3,1,30.23
234221.03,54.53,6,2,0,25.15
279142.34,94.13,7,3,0,33.73
2389870.95,62.55,3,5,1,8.43
1118040.31,86.22,5,3,1,21.97
429353.01,87.65,6,4,1,37.54
1014244.85,18.62,2,2,0,29.01
426164.58,10.71,5,1,0,45.32
573018.26,47.0,5,1,1,22.24
134172.68,75.39,8,3,1,6.7
424760.06,80.06,4,4,1,2.53
145715.54,76.94,5,4,1,23.92
629851.6,48.02,4,4,1,21.93
730893.62,73.75,4,5,1,12.9
741878.63,71.1,2,1,1,29.57
5098169.23,36.67,1,4,1,12.58
86391.57,24.34,11,3,1,10.89
137257.72,62.82,6,2,0,31.15
1134297.31,67.55,2,3,0,47.25
929093.46,58.28,4,3,1,10.22
2722903.78,28.12,2,2,1,9.22
752775.45,33.52,2,2,1,26.02
1893734.42,70.22,2,3,0,6.06
645824.21,91.82,3,2,1,14.77
1787669.94,90.31,1,1,1,49.54
842308.49,54.17,4,4,1,42.07
977527.24,85.36,3,3,0,35.34
77001.46,12.5,10,2,0,1.4
1602878.96,83.2,3,3,0,13.33
756377.1,50.47,6,4,1,28.53
340567.29,76.43,4,2,1,35.54
838080.83,10.47,3,2,1,33.45
666718.87,83.83,4,4,1,9.35
579609.51,60.57,4,2,0,23.37
356297.93,30.42,4,3,1,10.01
441712.14,39.54,3,3,1,46.19
325431.77,27.06,6,3,1,27.92
1001834.17,46.07,4,4,1,19.57
915794.99,38.05,3,5,1,45.91
396859.28,55.43,4,4,0,45.21
630066.92,79.26,5,2,1,25.25
71785.41,93.49,5,2,1,34.37
1316710.49,31.37,3,3,1,16.01
139627.55,19.05,5,4,1,15.45
265873.51,43.63,6,3,0,27.52
253192.08,22.2,4,5,0,42.35
303937.94,80.91,3,1,1,29.9
1326273.63,52.6,3,2,0,23.01
499202.44,62.7,3,2,1,33.24
813653.63,22.8,3,4,1,40.63
385543.67,73.72,5,3,0,39.39
879942.82,92.75,3,1,0,18.59
519072.46,51.0,4,4,0,46.79
306077.12,91.81,3,2,1,0.89
720947.92,12.95,5,2,1,22.59
210625.28,13.04,7,2,0,45.39
129870.28,91.6,6,5,1,34.83
306720.75,69.52,5,5,0,35.23
1219756.14,26.04,4,1,0,7.91
550385.15,40.93,6,2,1,29.14
1608493.72,53.16,1,3,1,48.35
321581.88,69.72,5,3,1,10.66
544926.76,81.57,3,3,1,16.43
1723304.85,17.03,4,3,0,19.49
498681.73,65.81,5,4,1,18.06
366632.34,50.52,7,5,1,31.39
735813.64,60.8,5,4,1,11.81
762731.39,53.23,3,1,1,25.33
424335.78,48.31,4,4,1,20.07
881202.66,27.47,2,1,0,32.26
316563.7,50.15,6,3,1,12.17
387793.69,26.12,5,3,1,27.7
1022708.89,13.79,3,4,1,37.04
409106.02,41.78,5,1,0,34.68
1025788.1,12.12,3,4,1,41.73
472255.62,57.82,4,3,1,47.81
692850.01,16.15,3,1,0,42.71
597840.69,47.19,1,2,0,46.92
1717962.28,93.31,2,1,0,0.97
610234.58,10.84,4,4,1,31.48
902128.01,41.18,4,2,1,13.46
43599.69,67.23,8,1,0,40.47
1735368.71,23.51,4,1,0,40.97
607819.92,57.66,3,3,1,2.48
963777.11,31.95,4,3,0,29.82
177069.39,28.94,6,2,0,42.56
572762.5,86.07,5,5,1,29.41
210767.89,27.28,5,4,0,21.33
1363736.1,42.01,1,2,1,3.93
1250408.56,24.42,5,3,1,36.54
176840.85,34.13,10,3,1,3.82
1129530.42,34.91,2,4,0,29.94
1113956.17,37.78,3,3,1,45.89
889839.91,64.49,3,3,1,21.01
542507.39,73.12,4,3,1,38.53
493628.6,53.41,5,4,0,40.01
1197970.22,61.89,7,3,1,0.62
212820.45,79.13,9,4,1,45.76
745676.5,94.96,3,1,1,9.52
532044.54,48.8,7,5,1,14.21
769793.55,89.6,5,4,0,43.55
449096.74,51.68,9,4,0,34.36
2908762.04,76.47,1,1,0,18.66
499343.68,58.72,2,2,1,4.49
754755.22,85.14,7,5,0,19.37
332229.23,48.14,3,5,0,48.32
594387.6,69.14,4,2,1,5.32
630511.9,49.64,2,3,0,42.32
476976.56,82.85,4,2,1,16.33
1207557.48,94.52,2,2,1,32.76
801469.37,30.68,3,2,1,31.61
510790.36,50.32,5,1,1,16.35
745877.47,16.91,7,3,0,2.81
867619.29,21.98,3,2,1,7.53
570856.83,88.98,3,5,0,28.34
1178602.55,56.21,3,3,1,47.45
809558.55,43.58,5,2,1,46.3
237314.36,67.08,4,5,0,5.76
405359.62,57.61,7,3,1,43.77
754951.87,34.54,4,1,1,11.77
552854.21,29.26,3,3,1,45.5
1508779.79,60.17,3,3,1,37.95
302007.51,26.0,6,4,1,48.07
534481.03,21.83,4,3,0,22.14
223399.15,37.06,8,2,0,36.61
667126.62,83.21,3,3,0,36.79
205416.94,13.13,5,3,1,24.86
278551.21,80.83,3,3,1,48.73
1720440.21,62.78,3,1,1,12.26
397603.64,13.43,3,5,1,49.31
218759.16,61.17,5,3,1,40.62
136171.66,46.21,4,3,1,30.84
193051.6,81.5,7,3,1,3.87
179280.74,87.11,5,2,1,13.04
1770188.87,34.35,3,3,1,42.08
1211388.72,76.65,3,4,1,36.43
262412.21,36.33,5,3,0,48.14
1276588.72,35.13,6,3,1,19.9
1786755.77,26.37,2,3,0,44.73
815824.05,67.67,2,4,1,43.11
88514.23,32.24,5,4,0,48.31
1959639.69,49.51,4,4,1,13.7
215337.57,79.03,4,2,1,24.78
246261.3,77.31,3,3,0,4.14
732416.3,82.71,5,4,1,29.59
1714125.39,23.69,5,3,1,36.64
909932.57,59.89,5,4,0,11.98
927022.56,87.76,3,4,1,8.57
472169.42,13.57,6,2,0,32.01
472663.59,77.53,7,2,1,19.72
1563144.37,30.93,2,3,0,21.39
469431.16,66.92,5,2,1,23.61
422135.97,70.98,5,5,1,25.62
381935.19,88.67,5,2,0,9.86
180179.9,53.25,7,2,1,28.93
418863.59,82.1,4,5,1,3.55
179500.19,13.85,4,2,0,5.76
311525.59,45.75,6,3,1,35.61
365211.91,47.36,3,2,1,36.6
511293.58,55.75,2,4,1,13.39
736249.4,50.91,3,2,1,9.32
914162.35,92.28,5,2,1,2.79
860006.82,16.68,4,5,1,21.0
386370.66,32.53,2,2,0,25.5
182492.37,92.33,6,4,1,44.98
1743343.77,47.85,2,2,0,0.22
183275.93,58.55,6,2,1,20.35
577583.22,16.89,3,4,1,21.02
1379020.58,34.14,2,1,1,44.34
221805.34,13.37,5,2,1,9.88
704055.89,21.69,3,4,0,3.4
222635.31,63.83,4,3,0,19.14
460729.84,74.91,3,3,0,30.65
1201068.31,83.96,2,1,1,42.92
190595.64,31.37,4,4,1,13.52
516508.45,38.29,5,2,0,12.64
653178.05,58.4,3,4,1,16.37
690519.58,17.11,4,3,1,6.0
453572.57,78.57,5,4,0,48.86
642148.01,51.08,7,2,0,27.08
712490.9,92.07,3,2,1,13.68
255402.81,19.97,6,4,0,18.15
711240.72,21.33,3,5,1,43.31
549377.39,39.63,5,2,1,33.72
680582.11,27.57,3,4,1,27.7
1015821.13,69.21,2,1,1,36.27
162651.22,90.48,8,3,1,37.82
333022.42,17.64,4,5,0,9.79
122091.58,30.59,7,5,1,8.02
809227.93,30.22,7,2,0,48.34
117505.51,53.27,8,2,1,9.37
327080.8,48.42,4,1,0,23.29
257691.32,71.78,5,3,1,49.14
678416.52,72.27,5,1,1,20.92
830582.89,58.68,2,2,0,25.79
419181.87,60.24,10,1,0,39.94
441217.55,81.6,3,2,0,17.09
1172031.72,43.74,2,5,0,21.61
300288.03,11.05,4,3,1,16.68
1795501.84,28.11,4,1,1,14.44
243080.17,13.01,4,3,1,23.64
795940.84,43.45,3,5,0,37.32
725032.51,40.42,4,3,0,43.38
508307.34,18.38,5,3,1,23.56
887070.93,74.18,2,5,1,16.12
917089.55,57.01,2,3,1,45.59
508892.73,29.18,4,3,0,16.86
363073.61,74.53,5,3,0,38.77
883841.57,66.77,4,5,1,37.46
7469314.61,26.29,1,3,1,2.58
202722.79,93.55,7,4,1,8.96
124518.31,25.08,7,3,1,28.69
940233.56,75.59,2,3,1,43.39
2330355.16,92.3,4,2,0,29.74
408065.5,71.67,3,5,0,37.16
1325334.88,66.59,4,3,1,36.75
1356374.82,86.78,4,1,1,24.77
284477.41,32.88,5,1,1,28.08
697386.8,33.56,4,3,0,3.66
1053470.03,64.5,5,1,0,46.39
315869.82,84.98,5,4,1,33.75
438694.01,62.48,4,2,0,7.81
466204.27,93.05,3,3,1,12.28
215713.85,28.95,5,2,1,0.33
335755.71,80.2,4,2,1,13.27
190269.72,88.82,5,3,0,15.9
674574.76,46.3,3,3,1,34.19
312300.67,91.77,4,2,1,23.89
570333.86,27.18,4,2,1,42.15
155908.52,90.99,5,2,1,4.43
806061.93,86.74,3,4,1,35.38
653880.22,15.62,5,3,1,43.76
199814.82,54.31,3,3,1,21.12
620412.33,54.95,4,5,0,14.51
828327.17,14.84,5,4,1,22.33
191909.17,13.36,5,5,0,39.46
1081766.08,10.43,5,3,0,45.96
849836.38,54.58,3,1,0,3.37
1298853.99,49.42,1,3,1,26.47
479377.75,89.94,4,2,0,32.02
923922.86,39.1,3,2,1,0.97
518818.23,65.95,4,3,1,9.14
1369705.64,10.64,2,2,1,3.22
285301.41,66.4,4,1,1,14.59
548708.24,87.64,4,2,0,10.35
282987.79,40.16,3,4,1,24.39
1854757.21,36.69,1,1,1,32.8
192123.94,63.21,6,1,1,42.13
255057.46,37.93,5,4,1,15.29
1387540.92,44.21,3,2,1,2.62
1272092.56,33.21,3,5,1,0.29
952524.0,39.32,3,2,1,42.24
343176.46,67.75,3,4,1,43.92
273319.16,88.4,6,2,0,5.14
586512.04,59.56,7,1,1,0.61
539682.23,10.85,4,4,1,40.03
1993302.49,32.43,4,5,1,32.07
1255247.75,90.94,2,4,1,27.85
741638.48,87.38,3,4,0,26.71
329421.12,19.83,5,1,1,38.71
537041.25,87.22,4,4,0,14.74
603140.72,91.98,3,3,1,19.52
758100.2,37.59,4,3,1,3.98
3520175.45,69.59,1,3,0,28.35
412418.56,57.6,3,2,1,48.04
446017.31,38.65,2,3,1,14.26
164716.72,23.03,4,2,0,46.47
537861.78,41.19,5,3,1,36.49
170453.97,88.86,6,1,1,11.77
272424.96,78.96,2,3,1,33.18
357623.85,38.11,7,2,1,18.38
4424432.28,56.55,2,2,0,6.2
987775.05,44.51,2,1,1,4.73
1639574.45,49.63,2,1,1,0.96
694179.14,74.7,3,2,0,39.91
311422.8,56.16,6,2,1,44.25
860399.01,25.39,4,2,1,24.18
416458.01,32.87,4,1,0,26.04
387967.14,58.26,6,5,0,34.61
480979.91,68.89,5,1,1,35.08
442649.46,53.19,3,4,0,16.27
1797807.15,62.72,2,3,0,8.04
595056.63,77.1,3,3,1,21.58
251982.52,56.36,5,1,1,34.88
911907.3,93.06,3,2,1,40.23
289128.02,30.02,4,4,0,4.55
403314.04,88.17,5,3,0,29.46
328656.74,31.05,6,3,1,2.8
3803899.72,55.19,1,3,1,41.26
439353.44,48.75,6,3,0,33.37
244151.03,41.7,8,4,0,34.86
809656.55,91.83,4,4,1,38.11
1141473.09,33.15,4,2,1,24.83
923636.52,67.36,3,4,1,15.02
332518.94,78.35,6,3,1,39.3
300825.6,26.75,3,3,0,38.89
174411.43,92.72,6,4,0,6.83
550318.72,56.46,3,3,1,45.15
687725.8,87.73,2,4,1,11.14
443087.64,66.43,4,3,1,15.39
512827.9,65.2,4,3,1,10.87
908184.98,39.37,3,4,1,48.28
316773.18,75.5,6,1,0,15.04
884952.01,12.53,3,3,1,48.57
228996.06,57.24,9,1,1,31.93
121210.28,12.73,5,2,0,8.91
161214.11,36.08,7,3,1,27.74
363709.06,18.19,5,2,1,44.12
479757.46,87.49,2,2,1,28.13
405975.09,63.4,7,5,1,6.72
827935.91,66.82,6,2,0,14.42
457728.98,82.35,9,3,1,11.32
581474.26,72.31,3,3,0,6.38
1616580.05,20.56,3,1,1,16.43
361291.72,62.49,6,3,0,33.09
323939.0,93.14,5,3,0,19.19
274448.93,28.2,5,2,1,22.25
275614.58,62.68,6,1,0,16.1
392699.34,57.91,4,2,0,49.72
549055.81,43.29,4,4,1,29.35
311898.86,91.14,7,2,0,41.71
662128.76,40.29,3,2,1,22.12
644267.02,17.96,4,2,1,8.52
1012662.34,91.82,4,4,1,42.36
1168370.02,71.98,3,3,0,38.2
406733.74,39.11,2,4,0,16.56
214164.6,33.84,2,5,1,30.36
1157739.16,88.88,3,5,0,4.76
291052.95,33.25,3,3,0,1.41
866306.09,55.66,2,3,1,40.81
982575.22,28.27,1,4,0,47.1
224178.85,94.59,3,2,1,17.27
304873.76,75.41,9,1,0,29.92
625342.75,58.25,5,2,0,35.89
350739.62,73.4,4,4,1,37.33
83778.92,87.89,5,1,0,24.11
285733.67,91.87,5,4,1,30.7
1254108.13,76.81,2,4,0,32.89
116627.8,82.17,7,1,1,5.25
737782.0,43.81,3,1,1,32.29
982314.61,43.3,2,2,1,25.59
350856.77,78.71,8,2,0,18.99
532561.6,74.57,4,3,1,13.16
276471.85,86.58,4,3,1,31.93
677512.6,21.31,6,4,0,8.42
600951.77,68.72,3,1,1,40.56
650180.3,65.05,3,3,1,8.67
566307.24,77.87,2,3,0,38.6
379927.71,12.09,4,4,1,40.89
388677.83,80.23,3,2,1,46.99
198592.01,37.75,9,3,0,23.22
5537341.6,68.41,1,1,0,3.28
145088.6,62.41,6,1,1,33.92
376516.06,47.42,2,2,0,14.2
958633.67,73.41,5,3,1,4.73
582913.16,91.7,3,1,1,42.8
265433.19,37.5,5,4,1,7.07
740073.59,73.62,5,5,1,25.37
344667.79,36.74,4,3,1,39.45
1976807.13,81.88,3,1,1,10.03
1488989.62,47.17,2,4,1,44.84
493185.61,48.19,3,2,0,16.65
3617297.46,75.61,2,4,1,19.88
459529.66,52.17,3,3,1,6.66
1547436.18,32.66,2,1,1,32.26
1186393.24,94.62,2,2,0,24.82
1082463.92,62.72,4,3,1,48.71
2530075.08,64.84,2,4,0,34.95
505300.27,64.96,4,1,1,37.97
420557.71,85.09,3,2,1,10.03
653232.85,25.63,4,1,0,35.67
440100.54,15.03,3,3,1,27.91
1327216.48,42.87,5,3,1,20.25
1076013.99,58.02,2,5,1,39.15
398121.58,34.29,4,4,0,48.93
553775.04,68.58,4,4,1,4.83
176713.72,16.28,5,2,1,39.47
221370.64,77.21,5,2,1,45.98
814891.64,71.04,5,3,1,15.83
334224.79,28.19,4,1,1,18.21
211592.07,35.37,5,4,1,39.76
455992.75,78.6,6,4,1,47.69
1009663.97,75.73,4,1,0,46.95
763049.07,79.17,4,4,1,2.88
1201421.89,37.39,3,1,1,43.58
314779.79,92.41,4,1,1,29.36
168969.87,70.8,5,1,1,21.11
1626901.6,15.54,3,3,1,42.29
204219.48,50.61,8,4,1,40.04
341144.79,66.49,5,2,0,25.52
1466375.4,24.34,3,4,1,20.59
922761.16,86.65,3,2,1,23.68
1303267.96,74.1,2,5,1,15.99
2422690.16,16.92,3,4,1,34.06
336917.95,87.62,4,4,1,44.61
494248.61,44.37,7,3,1,12.6
341959.78,48.46,6,2,1,41.29
582369.85,76.56,4,1,0,18.1
1653605.75,64.74,3,3,1,6.68
537811.57,47.19,5,3,0,2.12
912885.15,32.07,3,3,1,24.02
943366.41,53.94,4,2,1,28.46
318567.75,59.23,5,3,1,0.4
599185.8,63.63,2,3,0,32.67
105929.54,61.43,10,2,1,25.97
121874.63,62.47,5,4,1,49.87
1702196.3,50.44,4,3,0,5.32
255705.23,57.76,4,2,1,35.28
578755.59,34.53,3,2,1,10.93
559780.34,23.46,3,2,0,10.4
476873.3,61.59,5,2,1,1.03
1078228.57,13.99,3,3,0,0.43
1107562.05,15.54,3,5,1,9.41
465813.79,31.02,3,4,1,8.86
448396.25,26.52,4,2,0,0.12
783037.36,41.8,3,4,1,35.89
426979.36,41.56,4,5,1,25.23
1300309.65,19.93,4,2,0,19.87
665497.8,30.95,4,5,0,5.28
770374.71,10.39,4,5,1,16.76
590243.74,39.83,5,4,0,23.58
572732.57,77.7,7,2,0,49.9
736747.6,32.62,3,3,0,25.58
227659.52,64.68,4,2,0,1.07
420018.19,18.35,6,5,0,10.47
670674.15,11.04,2,1,1,17.79
